"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_1.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_A12-TH1-36.csv","Sample2_A12-TH1-37.csv","Sample3_A12-03_1.csv","Sample4_A12-04_1.csv","Sample5_A12-05_1.csv","Sample6_A12-06_1.csv","Sample7_A12-07_1.csv","Sample8_A12-09_1.csv","Sample9_A12-11_1.csv","Sample10_A12-12_1.csv","Sample11_A12-15_1.csv","Sample12_A12-16_1.csv","Sample13_A12-17_1.csv","Sample14_A12-18_1.csv","Sample15_A12-20_1.csv","Sample16_A12-21_1.csv","Sample17_A12-22_1.csv","Sample18_A12-24_1.csv","Sample19_A12-TH-32_1.csv","Sample20_A12-TH-35_1.csv","Sample21_A12-TH1-23_1.csv","Sample22_A12-TH1-25_1.csv","Sample23_A12-TH1-26_1.csv","Sample24_A12-TH1-27_1.csv","Sample25_A12-TH1-28_1.csv","Sample26_A12-TH1-29_1.csv","Sample27_A12-TH1-31_1.csv","Sample28_A12-Top33_1.csv"
0,793.255075290004,0.3151276,794.262101428,"C_41 H_48 O_12 P_2","C41H48O12P2","C_41 H_47 O_12 P_2",4,41,1.171,0.293,41,48,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.255080199013,0.240987524130007,12,0.19,0.33,19,0,0,0,1,0,1,0,0,0,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454,Inf,FALSE,NA,NA,NA,NA,NA,740.3,908.4,NA,646,NA,NA,NA,NA,NA,906.5,992.8,992.8,NA,NA,NA,NA,NA,1654.1,1786.3,1391.2,992.8,982.8,2093.5,NA
0,793.255075290004,0.4825181,794.261968476,"C_52 H_43 O_4 S_1 P_1","C52H43O4PS","C_52 H_42 O_4 S_1 P_1",1,52,0.827,0.077,52,43,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.255080199013,0.240987524130007,12,0.57,0.58,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234,Inf,FALSE,NA,NA,NA,NA,NA,740.3,908.4,NA,646,NA,NA,NA,NA,NA,906.5,992.8,992.8,NA,NA,NA,NA,NA,1654.1,1786.3,1391.2,992.8,982.8,2093.5,NA
0,793.256178769,0.1604505,794.263327761,"C_37 H_46 O_19","C37H46O19","C_37 H_45 O_19",4,37,1.243,0.514,37,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.256178769,0.335091266511402,6,0,0.2,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.1,NA,989.8,1710.1,942.7,1271.7,NA,NA,NA,NA,NA,NA,NA,725.2
0,793.291520789715,0.3908,794.298486809,"C_42 H_52 O_11 P_2","C42H52O11P2","C_42 H_51 O_11 P_2",3,42,1.238,0.262,42,52,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.291526095824,0.225332906707924,11,0.17,0.3,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478,Inf,FALSE,NA,NA,NA,NA,NA,657.7,718.3,NA,NA,NA,NA,NA,NA,NA,843.1,1011.6,1011.6,NA,NA,NA,NA,NA,1402.4,1445.2,1312.8,1011.6,779.4,1644.9,NA
0,793.292467920933,0.0392937,794.299713142,"C_38 H_50 O_18","C38H50O18","C_38 H_49 O_18",2,38,1.316,0.474,38,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.292467920933,0.215147800950628,5,0,0.17,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028.1,NA,736.5,1138.9,1000.3,898.9,NA,NA,NA,NA,NA,NA,NA,NA
0,793.327737404177,0.1783202,794.33487219,"C_43 H_56 O_10 P_2","C43H56O10P2","C_43 H_55 O_10 P_2",1,43,1.302,0.233,43,56,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.327775659567,0.173842507499839,3,0.16,0.28,17,0,0,0,1,0,1,0,0,0,0,0,0,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489,Inf,TRUE,"C_54 H_51 O_2 S_1 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.9,NA,846.1,NA,NA,995.7,NA
0,793.327737404177,0.3456954,794.334739238,"C_54 H_51 O_2 S_1 P_1","C54H51O2PS","C_54 H_50 O_2 S_1 P_1",1,54,0.944,0.037,54,51,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.327775659567,0.173842507499839,3,0.52,0.53,30,1,0,1,0,0,0,0,0,0,0,0,0,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243,Inf,TRUE,"C_54 H_51 O_2 S_1 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.9,NA,846.1,NA,NA,995.7,NA
0,793.32844,0.4810195,794.336098523,"C_39 H_54 O_17","C39H54O17","C_39 H_53 O_17",1,39,1.385,0.436,39,54,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.32844,0,3,0,0.15,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.7,651.7,NA,NA,NA,NA,NA,NA,NA,NA,651.7,NA,NA,NA
0,793.32844,0.1645526,794.335585722,"C_52 H_46 O_6 N_2","C52H46N2O6","C_52 H_45 O_6 N_2",2,52,0.885,0.115,52,46,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.32844,0,3,0.52,0.55,31,1,0,1,0,0,0,0,0,0,0,0,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2366,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.7,651.7,NA,NA,NA,NA,NA,NA,NA,NA,651.7,NA,NA,NA
0,793.41202,0.0506559,794.41925619,"C_42 H_67 O_10 S_1 P_1","C42H67O10PS","C_42 H_66 O_10 S_1 P_1",4,42,1.595,0.238,42,67,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.41202,0,5,0,0.09,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1192,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.1,888.1,888.1,888.1,NA,NA,NA,NA,NA,NA,888.1,NA,NA,NA
0,793.41202,0.369378,794.419589873,"C_53 H_54 O_3 N_4","C53H54N4O3","C_53 H_53 O_3 N_4",2,53,1.019,0.057,53,54,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.41202,0,5,0.48,0.49,29,0,0,0,1,0,1,0,0,0,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2725,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.1,888.1,888.1,888.1,NA,NA,NA,NA,NA,NA,888.1,NA,NA,NA
0,793.41202,0.2180133,794.419123238,"C_53 H_62 O_2 S_2","C53H62O2S2","C_53 H_61 O_2 S_2",5,53,1.17,0.038,53,62,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.41202,0,5,0.39,0.4,23,0,0,0,1,0,1,0,0,0,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.1,888.1,888.1,888.1,NA,NA,NA,NA,NA,NA,888.1,NA,NA,NA
0,793.44835,0.0190558,794.455641571,"C_43 H_71 O_9 S_1 P_1","C43H71O9PS","C_43 H_70 O_9 S_1 P_1",9,43,1.651,0.209,43,71,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.44835,0,5,0,0.07,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,Inf,TRUE,"C_54 H_66 O_1 S_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.8,677.8,677.8,677.8,NA,NA,NA,NA,NA,NA,677.8,NA,NA,NA
0,793.44835,0.4390705,794.455975254,"C_54 H_58 O_2 N_4","C54H58N4O2","C_54 H_57 O_2 N_4",1,54,1.074,0.037,54,58,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.44835,0,5,0.46,0.47,28,0,0,0,1,0,1,0,0,0,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2729,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.8,677.8,677.8,677.8,NA,NA,NA,NA,NA,NA,677.8,NA,NA,NA
0,793.44835,0.148294,794.455508619,"C_54 H_66 O_1 S_2","C54H66OS2","C_54 H_65 O_1 S_2",9,54,1.222,0.019,54,66,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.402637747269,0,793.44835,0,5,0.37,0.38,22,0,0,0,1,0,1,0,0,0,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,Inf,TRUE,"C_54 H_66 O_1 S_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.8,677.8,677.8,677.8,NA,NA,NA,NA,NA,NA,677.8,NA,NA,NA
0,795.163679049127,0.1632891,796.170825475,"C_24 H_45 O_25 S_1 P_1","C24H45O25PS","C_24 H_44 O_25 S_1 P_1",2,24,1.875,1.042,24,45,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.163697366195,0.236952977741243,4,8,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122,Inf,TRUE,"C_35 H_32 O_18 N_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,3191.8,3154.2,NA,880.8,NA,NA
0,795.163679049127,0.2558207,796.171159158,"C_35 H_32 O_18 N_4","C35H32N4O18","C_35 H_31 O_18 N_4",2,35,0.914,0.514,35,32,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.163697366195,0.236952977741243,4,0,0.41,22,0,0,0,1,1,0,0,0,0,0,0,0,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2691,Inf,TRUE,"C_35 H_32 O_18 N_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,3191.8,3154.2,NA,880.8,NA,NA
0,795.163679049127,0.3302783,796.170692523,"C_35 H_40 O_17 S_2","C35H40O17S2","C_35 H_39 O_17 S_2",2,35,1.143,0.486,35,40,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.163697366195,0.236952977741243,4,0,0.22,16,0,0,0,1,0,1,0,0,0,0,0,0,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,Inf,TRUE,"C_35 H_32 O_18 N_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,3191.8,3154.2,NA,880.8,NA,NA
0,795.163679049127,0.0099815,796.170963428,"C_45 H_33 O_12 P_1","C45H33O12P","C_45 H_32 O_12 P_1",2,45,0.733,0.267,45,33,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.163697366195,0.236952977741243,4,0.53,0.61,30,1,0,1,0,0,0,0,0,0,0,0,0,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028,Inf,TRUE,"C_35 H_32 O_18 N_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,3191.8,3154.2,NA,880.8,NA,NA
0,795.163679049127,0.3882633,796.170646357,"C_48 H_24 O_7 N_6","C48H24N6O7","C_48 H_23 O_7 N_6",2,48,0.5,0.146,48,24,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.163697366195,0.236952977741243,4,0.77,0.79,40,1,0,1,0,0,0,0,0,0,0,0,0,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3133,Inf,TRUE,"C_35 H_32 O_18 N_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,3191.8,3154.2,NA,880.8,NA,NA
0,795.163679049127,0.1570077,796.170830476,"C_56 H_28 O_4 S_1","C56H28O4S","C_56 H_27 O_4 S_1",2,56,0.5,0.071,56,28,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.163697366195,0.236952977741243,4,0.75,0.75,43,1,0,1,0,0,0,0,0,0,0,0,0,0,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,Inf,TRUE,"C_35 H_32 O_18 N_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430,3191.8,3154.2,NA,880.8,NA,NA
0,795.234162590804,0.0916493,796.241366047,"C_40 H_46 O_13 P_2","C40H46O13P2","C_40 H_45 O_13 P_2",4,40,1.15,0.325,40,46,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.234170391993,0.221159100559684,9,0.16,0.33,19,0,0,0,1,0,1,0,0,0,0,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.6,665.6,665.6,665.6,NA,NA,NA,1086.2,1079,901.3,665.6,NA,1199,NA
0,795.234162590804,0.2586238,796.241233095,"C_51 H_41 O_5 S_1 P_1","C51H41O5PS","C_51 H_40 O_5 S_1 P_1",1,51,0.804,0.098,51,41,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.234170391993,0.221159100559684,9,0.57,0.59,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.6,665.6,665.6,665.6,NA,NA,NA,1086.2,1079,901.3,665.6,NA,1199,NA
0,795.235411948663,0.1205663,796.24259238,"C_36 H_44 O_20","C36H44O20","C_36 H_43 O_20",3,36,1.222,0.556,36,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.235411948663,0.197109187240675,5,0,0.19,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.9,NA,731.6,1165.3,675.7,864.4,NA,NA,NA,NA,NA,NA,NA,NA
0,795.270585513834,0.138792,796.277751428,"C_41 H_50 O_12 P_2","C41H50O12P2","C_41 H_49 O_12 P_2",6,41,1.22,0.293,41,50,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.270592117742,0.331614822809858,11,0.15,0.3,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435,Inf,TRUE,"C_52 H_45 O_4 S_1 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.7,873.2,873.2,873.2,873.2,NA,NA,NA,1302.1,1242,999.2,873.2,685.1,1518.3,NA
0,795.270585513834,0.3057588,796.277618476,"C_52 H_45 O_4 S_1 P_1","C52H45O4PS","C_52 H_44 O_4 S_1 P_1",6,52,0.865,0.077,52,45,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.270592117742,0.331614822809858,11,0.54,0.56,31,1,0,1,0,0,0,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,Inf,TRUE,"C_52 H_45 O_4 S_1 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.7,873.2,873.2,873.2,873.2,NA,NA,NA,1302.1,1242,999.2,873.2,685.1,1518.3,NA
0,795.271706433824,0.0064098,796.278977761,"C_37 H_48 O_19","C37H48O19","C_37 H_47 O_19",5,37,1.297,0.514,37,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.271706433824,0.33306124416126,4,0,0.16,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,NA,NA,1080.5,871.7,780.7,NA,NA,NA,NA,NA,NA,NA,NA
0,795.307009131093,0.1868031,796.314136809,"C_42 H_54 O_11 P_2","C42H54O11P2","C_42 H_53 O_11 P_2",3,42,1.286,0.262,42,54,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.307016898356,0.220080335734942,9,0.14,0.28,17,0,0,0,1,0,1,0,0,0,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459,Inf,TRUE,"C_53 H_49 O_3 S_1 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.5,693.5,693.5,693.5,NA,NA,NA,842,695,880,693.5,NA,998.9,NA
0,795.307009131093,0.3537623,796.314003857,"C_53 H_49 O_3 S_1 P_1","C53H49O3PS","C_53 H_48 O_3 S_1 P_1",3,53,0.925,0.057,53,49,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.307016898356,0.220080335734942,9,0.52,0.54,30,1,0,1,0,0,0,0,0,0,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229,Inf,TRUE,"C_53 H_49 O_3 S_1 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.5,693.5,693.5,693.5,NA,NA,NA,842,695,880,693.5,NA,998.9,NA
0,795.39096,0.3570789,796.398520809,"C_41 H_65 O_11 S_1 P_1","C41H65O11PS","C_41 H_64 O_11 S_1 P_1",2,41,1.585,0.268,41,65,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.39096,0,5,0,0.07,10,0,0,0,0,0,0,1,0,1,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197,Inf,TRUE,"C_52 H_60 O_3 S_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,826,826,826,NA,NA,NA,NA,NA,NA,826,NA,NA,NA
0,795.39096,0.1901373,796.398387857,"C_52 H_60 O_3 S_2","C52H60O3S2","C_52 H_59 O_3 S_2",2,52,1.154,0.058,52,60,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.39096,0,5,0.38,0.4,23,0,0,0,1,0,1,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,Inf,TRUE,"C_52 H_60 O_3 S_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,826,826,826,NA,NA,NA,NA,NA,NA,826,NA,NA,NA
0,795.42734,0.3638189,796.43490619,"C_42 H_69 O_10 S_1 P_1","C42H69O10PS","C_42 H_68 O_10 S_1 P_1",5,42,1.643,0.238,42,69,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.42734,0,5,0,0.06,9,0,0,0,0,0,0,1,0,1,0,0,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.3,837.3,837.3,837.3,NA,NA,NA,NA,NA,NA,837.3,NA,NA,NA
0,795.42734,0.196885,796.434773238,"C_53 H_64 O_2 S_2","C53H64O2S2","C_53 H_63 O_2 S_2",6,53,1.208,0.038,53,64,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.219408242777,0,795.42734,0,5,0.37,0.38,22,0,0,0,1,0,1,0,0,0,0,0,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.3,837.3,837.3,837.3,NA,NA,NA,NA,NA,NA,837.3,NA,NA,NA
0,796.162933995816,0.2765896,797.170430916,"C_39 H_31 O_16 N_3","C39H31N3O16","C_39 H_30 O_16 N_3",1,39,0.795,0.41,39,31,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.107083240412,0,796.162974198734,0.0543639097416948,3,0.35,0.54,26,1,0,1,0,0,0,0,0,0,0,0,0,0,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2529,Inf,TRUE,"C_52 H_23 O_5 N_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350.6,1181.6,1231.6,NA,NA,NA,NA
0,796.162933995816,0.3666871,797.169918115,"C_52 H_23 O_5 N_5","C52H23N5O5","C_52 H_22 O_5 N_5",1,52,0.442,0.096,52,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.107083240412,0,796.162974198734,0.0543639097416948,3,0.81,0.82,44,1,0,1,0,0,0,0,0,0,0,0,0,0,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2874,Inf,TRUE,"C_52 H_23 O_5 N_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350.6,1181.6,1231.6,NA,NA,NA,NA
